Date,x,y,BroadTopic,Topic,SubTopic,category_id
2008,3.262631475,6.377355775,8,13.0,,36
2012,4.73988364,4.712601730000001,8,13.0,,36
2016,4.356540903389831,3.0817986491525415,8,13.0,,36
2020,4.438028506184211,4.121988018421052,8,13.0,,36
1960,6.1508108749999995,3.8882038375,2,14.0,,37
1976,6.09344658888889,4.359842633333333,2,14.0,,37
1980,4.4224527,5.465333066666666,2,14.0,,37
1984,2.6093020000000005,6.917652219999999,2,14.0,,37
1988,6.303064888461539,4.286165807692308,2,14.0,,37
1992,5.362601029411765,4.847829445098039,2,14.0,,37
1996,2.7464443181818177,5.827394677272727,2,14.0,,37
2000,5.115263476666667,5.026462433333334,2,14.0,,37
2004,3.6472554857142856,4.327492417857143,2,14.0,,37
2008,6.176449846511628,4.508956713953489,2,14.0,,37
2012,5.561196167391305,4.526862204347824,2,14.0,,37
2016,5.60729571764706,4.439509261764705,2,14.0,,37
2020,2.8972351869565216,4.879860665217392,2,14.0,,37
1960,3.2462004545454546,6.0828641999999995,2,15.0,,38
1976,3.2523600375,5.6935940992825,2,15.0,,38
1980,2.3674664,7.762632,2,15.0,,38
1984,4.152281299999999,7.460233544444445,2,15.0,,38
1988,3.421829888571429,6.8137757599999995,2,15.0,,38
1992,3.324145248780488,6.446038777560975,2,15.0,,38
1996,3.2970773466666667,6.282750606666668,2,15.0,,38
2000,3.003089977777778,6.282793442222222,2,15.0,,38
2004,3.4800925034482755,6.68090078275862,2,15.0,,38
2008,3.3714760964285717,6.54118915,2,15.0,,38
2012,3.1850825037037036,6.26583742962963,2,15.0,,38
2016,3.1945464833333332,6.788563886666666,2,15.0,,38
2020,3.288424515789474,6.268597801052632,2,15.0,,38
1960,2.77258185,4.52505265,7,16.0,,39
1976,2.3270819666666664,7.577034283333333,7,16.0,,39
1980,1.27012855,8.296047999999999,7,16.0,,39
1984,1.8829213249999999,8.25862575,7,16.0,,39
1988,1.8810320333333335,7.6913686666666665,7,16.0,,39
1992,1.8959338871794875,7.936936023076923,7,16.0,,39
1996,2.0061390266666668,7.767168499999999,7,16.0,,39
2000,1.568309932857143,7.960857614285714,7,16.0,,39
2004,2.1152010588235295,7.712820358823528,7,16.0,,39
2008,1.7622413072413794,7.725026706896552,7,16.0,,39
2012,2.3759288023529415,7.6752425176470584,7,16.0,,39
2016,2.2552247358974356,7.814607194871792,7,16.0,,39
2020,1.8320906016393441,7.5005403311475405,7,16.0,,39
1960,6.13695084,7.26776964,5,17.0,,40
1976,6.462150862500001,6.7807782,5,17.0,,40
1980,5.969360638461539,6.632452792307692,5,17.0,,40
1984,6.288988082352941,7.057905682352941,5,17.0,,40
1988,6.354316,7.2844734,5,17.0,,40
1992,6.0588412,7.10851239375,5,17.0,,40
1996,6.207378188372092,7.252593620930233,5,17.0,,40
2000,6.23003701369863,7.255241706849314,5,17.0,,40
2004,6.229817414285715,7.380795428571428,5,17.0,,40
2008,6.0534554,7.820746,5,17.0,,40
2012,6.201347133333335,7.530466425,5,17.0,,40
2016,6.251833134782608,7.055909704347828,5,17.0,,40
2020,6.292789018518517,6.719470585185184,5,17.0,,40
1960,3.8387294599999997,5.83962342,12,18.0,,41
1976,5.04625856,5.26681682,12,18.0,,41
1980,2.731056333333333,5.904012233333333,12,18.0,,41
1984,4.512093800000001,6.41187465,12,18.0,,41
1988,4.411188194444445,5.7992112277777785,12,18.0,,41
1992,4.476948646875,6.236801734375,12,18.0,,41
1996,4.009990764285713,6.3852932000000004,12,18.0,,41
2000,4.337477669230769,5.394939176923076,12,18.0,,41
2004,3.809522668421052,6.3131688684210525,12,18.0,,41
2008,3.5241642357142853,6.254415878571428,12,18.0,,41
2012,3.791630790476191,6.275365471428571,12,18.0,,41
2016,4.281102342857143,6.117050117857143,12,18.0,,41
2020,4.606558353125,6.288862628125001,12,18.0,,41
1976,4.149023685,6.8398103,13,19.0,,42
1980,0.5021562,7.546469,13,19.0,,42
1984,3.9461808333333335,5.366738133333333,13,19.0,,42
1988,2.420898289285714,5.862831871428573,13,19.0,,42
1992,1.2986090888235293,7.105442852941176,13,19.0,,42
1996,1.5436517575000002,6.7872614350000005,13,19.0,,42
2000,1.5405998895652175,7.175550378260868,13,19.0,,42
2004,1.8202306232258063,7.120052535483869,13,19.0,,42
